Site,artifact #,Multi-Metal Composite Artifact Subdivision,objects per artifact number,Multi-Metal Description,Catalogue # (CMH),Accession # (PWNHC),Description,Primary Code Class,Secondary Code Class,Tertiary Code Class,Quaternary Code Class,Geographic Locale,Territory,length mm,width mm,ht/thickness mm,weight gm,pXRF,photos,"Include in Final for CAA (adjust as needed - missing or ? should be changed to no if it is obviously historic, otherwise include it)",Notes,xrf notes,flag to examine more,notes (bag),native/historic/unknown,XRF determination,Clean copper signal?,Research Year,Permit number,Curation Facility,Collection Date,Collector,Accession No,Area,Square/Unit,Level/Stratum,Feature,Other Provenience Detail,Provenience Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1982 a, d",,,,"IV-D-1982 a, d",,"(a) Wooden harpoon shaft. (collector Diamond Jenness notes ""seal spear""). Has bone cap riveted to end with nails.; (d) detachable head of bone with short string line attached. Blade of copper set horizontally in same place as line holds and secured with a",,,,,,NWT,,,,,,,poor provenience,Deaccesioned to Inuit Heritage Trust - currently still at CMH but limited access,,,Location - Bernard Harbor. Collector - Diamond Jenness. Date - 1916,,,,2015,,CMH,1916/07/21,"Jenness, Dr. Diamond",1969-044-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,280 s,,,,IV-D-280 s,,"Ulu or woman's knife. Iron blade, very rusty, inserted in an antler tang and riveted by three copper rivets and two iron rivets worn out. Tang passing through a slot in handle, top of which is curved. Blade damaged. Bone whitened and encrusted with lichen",,,,,,NWT,,,,,,,poor provenience,Deaccesioned to Inuit Heritage Trust - currently still at CMH but limited access,,,Location - Bernard Harbor. Collector - Diamond Jenness. Date - 1916,,,,2015,,CMH,1913-1916,"Jenness, Dr. Diamond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4697 a,,,,IX-C:4697 a,,"three bone arrow heads, separate copper blades (marked a to c)",,,,,,NWT,54.8*,13.22,2.63,na,y,28-0129,poor provenience,"blade is hafted with a rolled tang insterted into a hole in the antler shaft.  Proximal end of antler shaft is scarfed in 2 ways - on the beveled edge with lineations, and on the circular edge with small scratches.  Blade is slightly rectangular and curved, with proximal and distal shoulders.  distal shoulders are slightly wider than the proximal ones.  it appears to be sharpened by grinding down to the proximal shoulders.",,,desc - bone arrowheads. Location - North tip of Adelaide Penninsula. Collector - L.A. Learmonth. Date - 1940. Acc.- 596. Remarks - separate copper blade,,,,2015,,CMH,1940,"Learmont, L. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4697 b,,,,IX-C:4697 b,,"three bone arrow heads, separate copper blades (marked a to c)",,,,,,NWT,29.83,16.15,1.5,na,y,28-0140,poor provenience,copper blade with iron rivet.  Blade has a curved tip and a flat base.  Very little deformation on the head of the iron river.  Antler shaft is beveled and scarfed on the proximal end,Copper blade with iron rivet,,desc - bone arrowheads. Location - North tip of Adelaide Penninsula. Collector - L.A. Learmonth. Date - 1940. Acc.- 596. Remarks - separate copper blade,,,,2015,,CMH,1940,"Learmont, L. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4697 c,,,,IX-C:4697 c,,"three bone arrow heads, separate copper blades (marked a to c)",,,,,,NWT,28.19,18.15,1.19,na,y,28-0160,poor provenience,"copper blade, seems to be hafted into blade slot only by friction.  Pointed tip, flat base, very unique barb on one shoulder, see pictures.  Proximal end of antler head is also uniquely shaped, im not sure how this would have articulated with the shaft (see artifact IX-D:468 for a more complete version of this morphology)",,,desc - bone arrowheads. Location - North tip of Adelaide Penninsula. Collector - L.A. Learmonth. Date - 1940. Acc.- 596. Remarks - separate copper blade,,,,2015,,CMH,1940,"Learmont, L. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2003.18.2,,,,,,,,62.57,18.2,3.91,12,yes,1246-1251,poor provenience,spear point wih tang,,,from unprovenienced material,,Native Cu,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2003.18.4,,,,,,,,24 mm if unbent (steel nail),2.04,2.06,12,"yes, 2 - on bent spike and dorsal rivet",previously taken,poor provenience,"fish lure - lead center wieght and steel nail - Pd sum peaks, no Cd, no Sn",,,from unprovenienced material,,"Lead wieght, steel nail",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2003.8.7,,,,,,,,117.37,30.3,2.86,91,"yes, on enndblade and rivet",1362-1370,poor provenience,"Iron endblade attached to bone foreshaft (unbarbed), attached with copper rivet.  total length 364.36",,,from unprovenienced material,,"Iron Endblade (smelted? - Mn, Cu, Pb, Zn), Smelted Copper (Fe, Ni, Pb, As, Bi) Rivet (some signal from bone - Ca, Sr)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2010.12.123,,,,,,"Dease Arm, Great Bear Lake",NWT,210,155,120,10.8 kg,yes,1414-1418,poor provenience,Geological sample  - from Nautral History shelves at PWNHC - ok - composition typical of native copper,,,"found in cabin on Dease Arm of Great Bear Lake, not primary geological context",,Native Cu,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.191,,,,,,Coppermine Area,,950,340,15,14.8 kg,yes,1403-1413,poor provenience,"Geological sample  - from Nautral History shelves at PWNHC - ok - chemically resembles typical native copper, appears to be directly from the geological context so there is minimal weathering to remove cortex.  pXRF analysis performed on clean area where it appears the piece was removed from the source.",,,"""Coppermine Area""",,Native Cu (with 0.4% Fe),,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.278,,,,,,,,measurements not taken,,,76 (including surrounding matrix),yes,1425-1429,poor provenience,"Geological sample  - from Nautral History shelves at PWNHC - not ok - atypical - Mercury peak present on XRF spectra, not typical of copper - no measurements taken",,,"native copper protruding from lithic matrix, specifically in an inclusive band",,"Cu, with Hg - atypical",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.321,,,,,,Arctic Sound - Lewes Island,,42.01,21.4,1.08,2,yes,1390-1394,poor provenience,Geological sample  - from Nautral History shelves at PWNHC - ok - not atypical,,,Arctic Sound - Lewes Island,,"Native Cu (Ca, Fe peaks < 1%)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.4,,,,,,,,110.13,24.59,2.21,29,yes,1271-1277,poor provenience,"iron end blade set with remnant of bone/antler shaft, attached with copper rivet.  Apparent copper staining on second rivet hole as well.  Copper rivet is 12.4 mm long, 4.6 mm dia, and 8.17 dia where pounded flat",,,from unprovenienced material,,"Smelted Fe (Mn, Cu, Zn, As) Blade, Native Cu Rivet (either 0.3 % Fe peak or Cu Escape Peak)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.5,,,,,,East of Smoky Lake,,100.52,15.1,3.85,49,yes,previously taken,poor provenience,exterior curve of blade is the sharpened edge,,,copper blade? East of Smoky Lake - from unprovenienced material,,Native Cu (either 0.15% Fe peak or Cu Escape Peak),,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,973.10.80,,,,,,Dismal Lake,,69.53,63.01,3.88,67,yes,1399-1402,poor provenience,Geological sample  - from Nautral History shelves at PWNHC - not ok - atypical - to much surface contamination from surrounding matrix,,,Native Copper - Dismal Lake,,"Indeterminate - Possibly native Cu, with surface contamination (Fe, Ca, Ti, Mn, As)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.112,,,,,,Coronation Gulf Area,Nunavut,9.5,3 dia,,,yes,1959-1969,poor provenience,"4 remaining rivets, there likely used to be 2 rows of three.  They are placed where the wooden rim would have wrapped back on itself.  Wood could possibly be birch, some bark is delaminating like Birch might.  All 4 rivets roughly the same size",,,"Dish rim with copper rivets, Coronation Gulf area",,"Native Cu - Noise from wood makes determination difficult - No evidence of high Pb, As, or Bi.  Possible Fe, though mixed with Cu Escape Peak",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.113,,,,,,,Nunavut,87.87,5.1,3.15,113 (whole object),yes,1774-1784,poor provenience,Soapstone seal oil lamp fragment (?) with copper mend.  Copper extends through to base of object,,,Pot fragment with copper rivet or reinforcement,,Native Cu,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.120,,,,,,,Nunavut,,,,,,,poor provenience,,,,Cooking pot with copper mend,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.19,,,,,,Coronation Gulf Area,Nunavut,38,18.57,2.3,21 (whole object),"yes, on endblade and center rivet of bevel join",1672-1684,poor provenience,"composite harpoon foreshaft, copper endblade attached to a unifacially barbed foreshaft with one rivet, and barbed foreshaft attached to a distal tapered end with a beveled join and 3 rivets",,,"point, Coronation Gulf area",,"Native Cu (small Br peak?) endblade, Rivet also seems to be Native Cu, with larger Br peak, but also noisy signal from bone (Sr, Ca, Zn, etc)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.41,,,,,,Coronation Gulf Area,Nunavut,128.46,24.89,1.95,72 (whole object),"yes, 2 - blade and copper rivet on center of shaft",,poor provenience,"Ulu, iron blade, 7 copper rivets attaching blade to two sides of bone supports, with wooden handle.  Copper rivets ",,,"Ulu, Coronation Gulf area",,"Smelted Fe (Mn, Cu, Zn, As) Blade, Native Cu Rivet (noisy spectra from surrounding bone - Ca, Fe, Mn, Zn)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.45,,,,,,Coronation Gulf Area,Nunavut,64.5,20.3,35.37,17,yes,1662-1671,poor provenience,"rectangular cross section is 5.08mm x 4.78 mm, flattened portion is 1.26 mm thick",,,"Fish hook, Coronation Gulf area",,Native Cu,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.46,,,,,,Coronation Gulf Area,Nunavut,150 if not bent,6.93,5.97,19,yes,1805-1811,poor provenience,"fish hook bent from awl form, proximal end bent through hole in wood remnant.  Wieght of wood is negligible",,,"Fish hook, Coronation Gulf area",,Native Cu,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.47,,,,,,Coronation Gulf Area,Nunavut,69.8 if not bent,3.33,2.78,6 (whole object),yes,"1694-1707 (except 1699, 1700)",poor provenience,copper awl form pushed through bone and bent to form hook.  Thick end of copper through bone hammered flat like a rivet.  3 holes in bone,,,"Fish hook, Coronation Gulf area",,Native Cu,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.67,,,,,,Coronation Gulf Area,Nunavut,154.25,15.21,7.62,146 (whole object),yes,1749-1756,poor provenience,"large ice chisel, set into bone handle with a tang.  Tang can be seem emerging from base of broken bone handle",,,"Ice Chisel, Coronation Gulf area",,Native Cu ? (possible BrKa peak),,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.1.87,,,,,,Coronation Gulf Area,Nunavut,35,28,27.3,27,yes,1761-1773,poor provenience,Copper lining within the concavity for the proximal end of the drill.  Wear from teeth present on opposite sides of the object.  No measurements on copper,,,"Bow drill mouth piece, Coronation Gulf area",,"smelted Cu - noise from bone, definite PbLb peak, probable AsKb peak",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,974.14.29,,,,,,,NWT,,,,,"yes, 3 - loose staple, attached staple, and background",previously taken,poor provenience,"soapstone' seal oil lamp with several copper staple mends.  One staple was detached, one was still attached - stone has high cromium and high nickel which may affect copper readings",,,,,"3 readings - soapstone, attached staple, loose staple --- ",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,976.4.1,,,,,,Kugluktuk Area,Nunavut,97.58,33.07,3.89,38,yes,1586-1590,poor provenience,copper point with partial stem and pointed shoulders,,,"Point, Kugluktuk area",,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,977.16.67,,,,,,Lake Harbour Area?,Nunavut,45.7,32.8,2.32,27 (whole object,"yes, iron blade and copper rivet",1609-1623,poor provenience,"Iron endblade attached to ivory/bone with copper rivet.  Ivory/bone has several drilled holes for articulating shaft and other harpoon elements.  69.1 mm overall, copper rivet is 13.8 mm long and 6.15 mm dia pounded flat",,,"Harpoon head with iron blade and copper rivet - from same collection as 977.16.85, likely from Lake Harbour area as well",,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,977.16.85,,,,,,Lake Harbour Area?,Nunavut,32.37,16.24,2.34,6,yes,1604-1608,poor provenience,"copper, perhaps unfinished blade",,,"Brass? Or copper? blade, Bishop Fleming, 1920's, Lake Harbour area?",,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,978.43.1,,,,,,"Coppermine River, SE of Kugluktuk",,240,172,20,3.52 kg,yes,1419-1424,poor provenience,Geological sample  - from Nautral History shelves at PWNHC - ok - composition typical of native copper,,,"""Coppermine River, SE of Kugluktuk""",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,980.44.1,,,,,,,,60.2,10.55,5.92,15,yes,1286-1288,poor provenience,possible preform for knife blade with tang,,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,981.23.32,,,,,,Chesterfield Inlet Area,Nunavut,29.73,13.39,1.17,154,yes,1939-1950,poor provenience,measurements are of copper mend.  Attached with steel rivets. XRF was only on steel rivet on handle.  Copper and steel rivets were to close together to obtain a clean reading on the copper sheet,,,"Muskox horn ladle with copper and steel mend, Chesterfield Inlet area, 1936-39",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,982.95.1,,,,,,Jacian Lake,NWT,123.66,33.52,4.55,54,yes,1252-1261,poor provenience,"spear point with tang, tang and blade appear to be all one piece, with the tang folded over and hammered down - arsenical copper",,,"knife blade - Jacian Lake, NWT - from unprovenienced material",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,983.69.13,,,,,,,,24.71,16.83,1.17,10 (whole object),"yes, on endblade",1357-1361,poor provenience,metal endblade mounted on bifacially barbed harpoon foreshaft. Foreshaft tapers at proximal end.  Endblade held in place with metal rivet.  Only endblade examined with pxrf.  Whole object is 126.45 in length (spectra mislabeled 933.69.13),,,from unprovenienced material,,"Smelted Fe (Mn, Cu, Zn, As)",,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,983.69.14,,,,,,,,16.9,23.18,1.62,19 (whole object),"yes, on endblade",1297-1304,poor provenience,"copper endblade on barbed harpoon endshaft, shaft narrows to point, rivet (copper?) holding endblade in place",,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.1,,,,,,,Nunavut,,,,4 (whole object),yes,1633-1642,poor provenience,"58.34 mm overall, metal blade is degraded and fragmentary.  One rivet is holding the remnants of the blade, and two rivet holes are fragmentary and empty on either side.  3 rivets are present holding the endblade haft to the shaft with a beveled join.  Rivets range from 2.77 mm to 3.78 mm dia, all ~5mm long",,,hafted knife with rivets,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.10,,,,,,Kugluktuk and Cambridge Bay,Nunavut,8.76,4.89,1.8,11 (whole object),"yes, 2, copper mend and copper stain",1654-1661,poor provenience,Bone section with 4 drilled holes.  Copper staple/mend (?) present in one of the drilled holes.  Another hole has fairly obvious copper staining.  ,,,"driled bone, Kugluktuk and Cambridge Bay",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.11,,,,,,Kugluktuk and Cambridge Bay,Nunavut,50.8,10.61,1.1,70 (whole object),"Yes, blade and rivet",1718-1730,poor provenience,"iron blade attached to bone handle by 4 existing copper rivets (formerly 5).  3 other drilled holes exist along the shaft, including 2 in the middle and a larger one at the opposite end.  Copper rivets range from 2.84-4.59 mm dia, 3.42-7.08 mm length",,,"Knife, Kugluktuk and Cambridge Bay",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.12,,,,,,Kugluktuk and Cambridge Bay,Nunavut,84.85,30.45,2.83,100,"yes, 2 - blade and center rivet on shaft",1737-1748,poor provenience,"copper endblade attached to bone shaft with single copper rivet.  Proximal end of handle is a composite addition of bone, attached by 2 copper rivets.  Handle flares laterally to both sides.  Overall length is 368 mm.  Rivets range in length from 10.87-12.53 mm, 4.23-5.58 dia",,,"Knife, Kugluktuk and Cambridge Bay",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.14,,,,,,Kugluktuk and Cambridge Bay,Nunavut,23.2,16.04,1.24,41 (whole object),yes,1708-1717,poor provenience,copper blade attached by a copper rivet,,,"Scraper, Kugluktuk and Cambridge Bay",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,984.6.17,,,,,,,,255 mm,23.26,15.13,71,"Yes, on stain",1731-1736,poor provenience,"Leister arm with bone barbs, blue-green staining that XRF shows does not have trace copper.  Sharp (likely metal) cut marks appear on the proximal portion of the piece",,,,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,985.21.65,,,,,,,Nunavut,,,,,yes,1581-1585,poor provenience,cast iron seal oil lamp in 'Baffin style',,,,,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,986.79.001,,,,,,,Nunavut,,,,,"yes, 2 - copper staple and background",1569-1577,poor provenience,soapstone' seal oil lamp with several copper staples mending a rim fracture - stone has high cromium and high nickel which may affect copper readings,,,,,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,988.6.48,,,,,,,Nunavut,,,,,yes,1572-1580,poor provenience,brass (?) seal oil lamp,,,,,,,,,PWNHC,Sylvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,989.94.17,,,,,,,,34.26,46.66,23.96,135 (ingot),"yes, 4 - ingot and 3 flakes",1371-1377,poor provenience,copper ingot along with 136 grams of copper flakes of various sizes and weights.  3 flakes selected for xrf analysis separate from the ingot.  Denoted in photos,,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,991.45.1,,,,,,"Byron Bay, Victoria Island",Nunavut,119.65 to handle,29.87,5.53,88,yes,1795-1804,poor provenience,"spear point with large tang set into bone.  Bone is beveled for hafting to a larger shaft, although no rivets are present.  Bone may be worn where cordage was used to haft.  Spear point appears to have begun as an awl form, and was pounded flat along the edges to form the point. Hafting surface on bone is scored, possibly for friction.  Tang is 11.08 mm wide just below blade",,,"Spear point, Byron Bay, Victoria Island",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,991.45.4,,,,,,"Byron Bay, Victoria Island",Nunavut,45.27,11.78,0.82,15 (whole object),yes,1785-1794,poor provenience,"Iron blade appears to have remnant rivet holes on either side, although wooden haft does not extend to cover them.  Perhaps they are remnants from being hafted in a larger handle (as a larger knife) prior to being hafted in this smaller handle after the metal wore down.",,,"Ulu, iron blade, Byron Blade, Victoria Island",,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,996.8.202,,,,,,,,158.7 (to handle,14.43,11.13,240 (whole object),yes,1305-1309,poor provenience,"copper chisel/ice pick? Hafted in antler, which is bound by twine to a wooden handle",,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,996.8.210b,,,,,,,,42.46,22.76,7.45,22,yes,1278-1280,poor provenience,"nodule, partially pounded flat",,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,996.8.210c,,,,,,,,27.9,17.4,9.7,14,yes,1289-1292,poor provenience,"nodule, partially hammered",,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,996.8.210d,,,,,,,,38.95,34.15,5.73,29,yes,1320-1326,poor provenience,"copper nodule, hammered partially flat",,,from unprovenienced material,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
